YEAR,MONTH,state,famnumber,numbermarried_hh,WTFINL,AGE,RACE,EDUC,ageatbirth,ageatmarr,marhist,AGE_MOM,AGE_POP,RACE_MOM,RACE_POP,EDUC_MOM,EDUC_POP,age_inyrs_atbirth,age_inyrs_atmarr
1980,6,Alabama,NA,NA,1317.21,40,white,NA,236,225,2,NA,NA,NA,NA,NA,NA,19.666666666666668,18.75
1980,6,California,NA,NA,1859.39,25,black,NA,191,242,5,NA,NA,NA,NA,NA,NA,15.916666666666666,20.166666666666668
1980,6,New Jersey,NA,NA,2097.6,31,white,NA,222,228,2,NA,NA,NA,NA,NA,NA,18.5,19
1980,6,Utah,NA,NA,437.87,64,white,NA,224,209,3,NA,NA,NA,NA,NA,NA,18.666666666666668,17.416666666666668
1980,6,Oregon,NA,NA,1130.32,29,white,NA,228,219,2,NA,NA,NA,NA,NA,NA,19,18.25
1980,6,Colorado,NA,NA,1061.69,56,white,NA,235,224,10,NA,NA,NA,NA,NA,NA,19.583333333333332,18.666666666666668
1980,6,Georgia,NA,NA,1305.5,60,white,NA,231,214,2,NA,NA,NA,NA,NA,NA,19.25,17.833333333333332
1980,6,Indiana,NA,NA,1396.84,27,white,NA,216,242,10,NA,NA,NA,NA,NA,NA,18,20.166666666666668
1980,6,North Carolina,NA,NA,1930.07,26,white,NA,200,202,2,NA,NA,NA,NA,NA,NA,16.666666666666668,16.833333333333332
1980,6,Alabama,NA,NA,1332.88,67,white,NA,229,258,6,NA,NA,NA,NA,NA,NA,19.083333333333332,21.5
1980,6,Colorado,NA,NA,1208.38,23,white,NA,227,213,10,NA,NA,NA,NA,NA,NA,18.916666666666668,17.75
1980,6,Missouri,NA,NA,1902.23,44,black,NA,192,259,2,NA,NA,NA,NA,NA,NA,16,21.583333333333332
1980,6,Wisconsin,NA,NA,1707.59,44,white,NA,228,219,2,NA,NA,NA,NA,NA,NA,19,18.25
1980,6,Tennessee,NA,NA,2168.15,24,white,NA,218,209,2,NA,NA,NA,NA,NA,NA,18.166666666666668,17.416666666666668
1980,6,Kansas,NA,NA,1136.36,56,white,NA,233,224,2,NA,NA,NA,NA,NA,NA,19.416666666666668,18.666666666666668
1980,6,Arizona,NA,NA,1268.52,71,white,NA,238,223,10,NA,NA,NA,NA,NA,NA,19.833333333333332,18.583333333333332
1980,6,Mississippi,NA,NA,533.68,38,white,NA,210,200,2,NA,NA,NA,NA,NA,NA,17.5,16.666666666666668
1980,6,Indiana,NA,NA,1583.43,20,other,NA,211,9999,1,NA,NA,NA,NA,NA,NA,17.583333333333332,833.25
1980,6,Ohio,NA,NA,1728.51,21,white,NA,198,193,4,NA,NA,NA,NA,NA,NA,16.5,16.083333333333332
1980,6,New Mexico,NA,NA,525.36,47,white,NA,211,203,26,NA,NA,NA,NA,NA,NA,17.583333333333332,16.916666666666668
1980,6,South Carolina,NA,NA,941.32,55,black,NA,191,192,2,NA,NA,NA,NA,NA,NA,15.916666666666666,16
1980,6,California,NA,NA,1724.78,27,white,NA,213,198,5,NA,NA,NA,NA,NA,NA,17.75,16.5
1980,6,Washington,NA,NA,2254.48,39,white,NA,234,223,2,NA,NA,NA,NA,NA,NA,19.5,18.583333333333332
1980,6,California,NA,NA,1589.82,38,other,NA,220,199,2,NA,NA,NA,NA,NA,NA,18.333333333333332,16.583333333333332
1980,6,Georgia,NA,NA,1768.03,46,white,NA,224,233,2,NA,NA,NA,NA,NA,NA,18.666666666666668,19.416666666666668
1980,6,Minnesota,NA,NA,359.63,48,white,NA,228,213,2,NA,NA,NA,NA,NA,NA,19,17.75
1980,6,Missouri,NA,NA,1887.66,31,white,NA,219,210,4,NA,NA,NA,NA,NA,NA,18.25,17.5
1980,6,Massachusetts,NA,NA,1683.33,38,white,NA,217,219,3,NA,NA,NA,NA,NA,NA,18.083333333333332,18.25
1980,6,New Mexico,NA,NA,673.48,24,white,NA,236,223,2,NA,NA,NA,NA,NA,NA,19.666666666666668,18.583333333333332
1980,6,South Carolina,NA,NA,1045.7,47,black,NA,193,187,9,NA,NA,NA,NA,NA,NA,16.083333333333332,15.583333333333334
1980,6,West Virginia,NA,NA,623.67,49,white,NA,238,220,2,NA,NA,NA,NA,NA,NA,19.833333333333332,18.333333333333332
1980,6,Connecticut,NA,NA,1594.34,39,white,NA,238,232,5,NA,NA,NA,NA,NA,NA,19.833333333333332,19.333333333333332
1980,6,New Jersey,NA,NA,1671.85,37,white,NA,239,216,26,NA,NA,NA,NA,NA,NA,19.916666666666668,18
1980,6,Texas,NA,NA,1877.89,54,white,NA,203,192,2,NA,NA,NA,NA,NA,NA,16.916666666666668,16
1980,6,Missouri,NA,NA,1624.78,33,white,NA,216,210,2,NA,NA,NA,NA,NA,NA,18,17.5
1980,6,West Virginia,NA,NA,613.5,28,white,NA,229,224,2,NA,NA,NA,NA,NA,NA,19.083333333333332,18.666666666666668
1980,6,California,NA,NA,1578.62,64,white,NA,222,206,3,NA,NA,NA,NA,NA,NA,18.5,17.166666666666668
1980,6,Michigan,NA,NA,1723.73,31,black,NA,208,9999,1,NA,NA,NA,NA,NA,NA,17.333333333333332,833.25
1980,6,California,NA,NA,1448.24,16,white,NA,201,195,2,NA,NA,NA,NA,NA,NA,16.75,16.25
1980,6,Minnesota,NA,NA,642.39,56,white,NA,220,214,2,NA,NA,NA,NA,NA,NA,18.333333333333332,17.833333333333332
1980,6,Texas,NA,NA,1822.56,32,white,NA,205,196,2,NA,NA,NA,NA,NA,NA,17.083333333333332,16.333333333333332
1980,6,Utah,NA,NA,461.1,47,white,NA,231,220,6,NA,NA,NA,NA,NA,NA,19.25,18.333333333333332
1980,6,California,NA,NA,2047.18,24,white,NA,217,198,2,NA,NA,NA,NA,NA,NA,18.083333333333332,16.5
1980,6,Rhode Island,NA,NA,397.36,25,white,NA,224,218,2,NA,NA,NA,NA,NA,NA,18.666666666666668,18.166666666666668
1980,6,Washington,NA,NA,1782.55,46,white,NA,208,186,10,NA,NA,NA,NA,NA,NA,17.333333333333332,15.5
1980,6,New York,NA,NA,1985.11,54,white,NA,238,191,10,NA,NA,NA,NA,NA,NA,19.833333333333332,15.916666666666666
1980,6,Montana,NA,NA,278.42,24,other,NA,218,219,5,NA,NA,NA,NA,NA,NA,18.166666666666668,18.25
1980,6,Kentucky,NA,NA,1375.88,53,white,NA,219,208,2,NA,NA,NA,NA,NA,NA,18.25,17.333333333333332
1980,6,Ohio,NA,NA,1548.91,47,white,NA,215,203,2,NA,NA,NA,NA,NA,NA,17.916666666666668,16.916666666666668
1980,6,Mississippi,NA,NA,642.19,45,white,NA,224,215,2,NA,NA,NA,NA,NA,NA,18.666666666666668,17.916666666666668
1980,6,Minnesota,NA,NA,1610.38,25,white,NA,208,195,12,NA,NA,NA,NA,NA,NA,17.333333333333332,16.25
1980,6,New York,NA,NA,1781.32,50,black,NA,220,218,10,NA,NA,NA,NA,NA,NA,18.333333333333332,18.166666666666668
1980,6,New York,NA,NA,1955.62,41,white,NA,228,214,2,NA,NA,NA,NA,NA,NA,19,17.833333333333332
1980,6,Louisiana,NA,NA,1367.89,46,white,NA,231,224,10,NA,NA,NA,NA,NA,NA,19.25,18.666666666666668
1990,6,Texas,NA,NA,2499.55,31,black,NA,219,9999,1,NA,NA,NA,NA,NA,NA,18.25,833.25
1990,6,Utah,NA,NA,856.36,23,white,NA,233,221,2,NA,NA,NA,NA,NA,NA,19.416666666666668,18.416666666666668
1990,6,New Hampshire,NA,NA,768.18,33,white,NA,226,216,2,NA,NA,NA,NA,NA,NA,18.833333333333332,18
1990,6,Illinois,NA,NA,1796.53,31,black,NA,239,9999,1,NA,NA,NA,NA,NA,NA,19.916666666666668,833.25
1990,6,Illinois,NA,NA,2658.93,20,black,NA,229,9999,1,35,NA,200,NA,60,NA,19.083333333333332,833.25
1990,6,Tennessee,NA,NA,3182.45,59,white,NA,229,206,4,NA,NA,NA,NA,NA,NA,19.083333333333332,17.166666666666668
1990,6,New York,NA,NA,1858.79,42,black,NA,227,290,3,NA,NA,NA,NA,NA,NA,18.916666666666668,24.166666666666668
1990,6,Utah,NA,NA,947.78,53,white,NA,227,218,2,NA,NA,NA,NA,NA,NA,18.916666666666668,18.166666666666668
1990,6,West Virginia,NA,NA,1025.53,48,white,NA,219,212,2,NA,NA,NA,NA,NA,NA,18.25,17.666666666666668
1990,6,Idaho,NA,NA,405.48,27,white,NA,236,217,2,NA,NA,NA,NA,NA,NA,19.666666666666668,18.083333333333332
1990,6,Michigan,NA,NA,1303.78,47,white,NA,218,206,26,NA,NA,NA,NA,NA,NA,18.166666666666668,17.166666666666668
1990,6,South Carolina,NA,NA,1898.34,24,black,NA,239,235,2,NA,NA,NA,NA,NA,NA,19.916666666666668,19.583333333333332
1990,6,Mississippi,NA,NA,1188.4,30,black,NA,180,326,4,NA,NA,NA,NA,NA,NA,15,27.166666666666668
1990,6,West Virginia,NA,NA,903.09,57,black,NA,228,259,2,NA,NA,NA,NA,NA,NA,19,21.583333333333332
1990,6,Nebraska,NA,NA,741.01,30,white,NA,209,179,13,NA,NA,NA,NA,NA,NA,17.416666666666668,14.916666666666666
1990,6,California,NA,NA,2674.61,62,white,NA,235,198,2,NA,NA,NA,NA,NA,NA,19.583333333333332,16.5
1990,6,New York,NA,NA,1612.1,47,black,NA,203,259,3,NA,NA,NA,NA,NA,NA,16.916666666666668,21.583333333333332
1990,6,Missouri,NA,NA,3442.15,20,white,NA,237,9999,1,41,40,100,100,73,122,19.75,833.25
1990,6,Ohio,NA,NA,1560.92,43,white,NA,215,219,10,NA,NA,NA,NA,NA,NA,17.916666666666668,18.25
1990,6,Virginia,NA,NA,2474.29,39,white,NA,211,218,10,NA,NA,NA,NA,NA,NA,17.583333333333332,18.166666666666668
1990,6,Georgia,NA,NA,4801.24,20,asian,NA,215,208,2,NA,NA,NA,NA,NA,NA,17.916666666666668,17.333333333333332
1990,6,Illinois,NA,NA,1593.62,57,black,NA,185,9999,1,NA,NA,NA,NA,NA,NA,15.416666666666666,833.25
1990,6,New Jersey,NA,NA,1331.31,42,white,NA,203,199,4,NA,NA,NA,NA,NA,NA,16.916666666666668,16.583333333333332
1990,6,Florida,NA,NA,2247.07,50,white,NA,225,216,4,NA,NA,NA,NA,NA,NA,18.75,18
1990,6,New York,NA,NA,1503.37,33,white,NA,239,199,4,NA,NA,NA,NA,NA,NA,19.916666666666668,16.583333333333332
1990,6,New Mexico,NA,NA,805.99,42,white,NA,229,216,2,NA,NA,NA,NA,NA,NA,19.083333333333332,18
1990,6,Kentucky,NA,NA,1988.71,34,white,NA,216,207,2,NA,NA,NA,NA,NA,NA,18,17.25
1990,6,North Carolina,NA,NA,1178.71,28,white,NA,232,231,2,NA,NA,NA,NA,NA,NA,19.333333333333332,19.25
1990,6,Nebraska,NA,NA,781.71,46,white,NA,233,223,22,NA,NA,NA,NA,NA,NA,19.416666666666668,18.583333333333332
1990,6,Tennessee,NA,NA,2464.74,33,black,NA,236,9999,1,NA,NA,NA,NA,NA,NA,19.666666666666668,833.25
1990,6,Texas,NA,NA,2365.11,55,white,NA,205,196,26,NA,NA,NA,NA,NA,NA,17.083333333333332,16.333333333333332
1990,6,Florida,NA,NA,1611.46,62,white,NA,185,195,2,NA,NA,NA,NA,NA,NA,15.416666666666666,16.25
1990,6,Alabama,NA,NA,2609.11,58,white,NA,221,506,2,NA,NA,NA,NA,NA,NA,18.416666666666668,42.166666666666664
1990,6,Texas,NA,NA,2227.77,35,white,NA,184,176,2,NA,NA,NA,NA,NA,NA,15.333333333333334,14.666666666666666
1990,6,Mississippi,NA,NA,1323.36,53,white,NA,233,222,2,NA,NA,NA,NA,NA,NA,19.416666666666668,18.5
1990,6,Alabama,NA,NA,3772.14,22,white,NA,205,199,2,NA,NA,NA,NA,NA,NA,17.083333333333332,16.583333333333332
1990,6,Alabama,NA,NA,1708.55,32,white,NA,221,168,28,NA,NA,NA,NA,NA,NA,18.416666666666668,14
1990,6,Mississippi,NA,NA,1090.78,36,black,NA,236,216,5,NA,NA,NA,NA,NA,NA,19.666666666666668,18
1990,6,Maryland,NA,NA,3966.23,30,black,NA,213,9999,1,44,NA,200,NA,22,NA,17.75,833.25
1990,6,Michigan,NA,NA,1335.93,31,white,NA,212,244,4,NA,NA,NA,NA,NA,NA,17.666666666666668,20.333333333333332
1990,6,Pennsylvania,NA,NA,1793.75,51,white,NA,209,205,4,NA,NA,NA,NA,NA,NA,17.416666666666668,17.083333333333332
1990,6,Pennsylvania,NA,NA,1767.7,33,white,NA,204,212,12,NA,NA,NA,NA,NA,NA,17,17.666666666666668
1990,6,Kansas,NA,NA,1286.63,51,white,NA,234,228,28,68,NA,100,NA,32,NA,19.5,19
1990,6,Illinois,NA,NA,1917.86,55,white,NA,226,216,2,NA,NA,NA,NA,NA,NA,18.833333333333332,18
1990,6,Oregon,NA,NA,1845.28,55,white,NA,235,241,4,NA,NA,NA,NA,NA,NA,19.583333333333332,20.083333333333332
1990,6,New Jersey,NA,NA,1137.96,43,black,NA,206,248,2,NA,NA,NA,NA,NA,NA,17.166666666666668,20.666666666666668
1990,6,West Virginia,NA,NA,1745.5,35,white,NA,229,176,2,NA,NA,NA,NA,NA,NA,19.083333333333332,14.666666666666666
1990,6,Wisconsin,NA,NA,2172.15,54,white,NA,230,217,3,NA,NA,NA,NA,NA,NA,19.166666666666668,18.083333333333332
1990,6,North Carolina,NA,NA,885.33,33,white,NA,220,219,2,NA,NA,NA,NA,NA,NA,18.333333333333332,18.25
1990,6,Pennsylvania,NA,NA,2177.78,30,white,NA,236,215,2,NA,NA,NA,NA,NA,NA,19.666666666666668,17.916666666666668
1990,6,Alabama,NA,NA,1886.07,21,white,NA,192,186,2,NA,NA,NA,NA,NA,NA,16,15.5
1990,6,Michigan,NA,NA,1320.13,34,white,NA,236,302,2,NA,NA,NA,NA,NA,NA,19.666666666666668,25.166666666666668
1990,6,Florida,NA,NA,1525.61,47,white,NA,225,219,12,NA,NA,NA,NA,NA,NA,18.75,18.25
1990,6,New Jersey,NA,NA,1436.46,25,black,NA,218,9999,1,NA,NA,NA,NA,NA,NA,18.166666666666668,833.25
1990,6,Texas,NA,NA,2663.91,28,white,NA,191,181,28,50,50,100,100,72,121,15.916666666666666,15.083333333333334
1990,6,Florida,NA,NA,2257.36,41,white,NA,238,220,10,NA,NA,NA,NA,NA,NA,19.833333333333332,18.333333333333332
1990,6,Georgia,NA,NA,3154.59,44,black,NA,205,202,10,NA,NA,NA,NA,NA,NA,17.083333333333332,16.833333333333332
1990,6,Tennessee,NA,NA,2666.33,65,white,NA,193,170,10,NA,NA,NA,NA,NA,NA,16.083333333333332,14.166666666666666
1990,6,Ohio,NA,NA,1659.38,31,white,NA,221,201,2,NA,NA,NA,NA,NA,NA,18.416666666666668,16.75
1990,6,California,NA,NA,2738.75,45,white,NA,234,227,4,NA,NA,NA,NA,NA,NA,19.5,18.916666666666668
1990,6,Pennsylvania,NA,NA,2029.88,25,black,NA,211,9999,1,41,NA,200,NA,40,NA,17.583333333333332,833.25
1990,6,Illinois,NA,NA,1923.49,46,white,NA,233,224,2,NA,NA,NA,NA,NA,NA,19.416666666666668,18.666666666666668
1990,6,West Virginia,NA,NA,911.32,37,white,NA,228,212,10,NA,NA,NA,NA,NA,NA,19,17.666666666666668
1990,6,Pennsylvania,NA,NA,1722.34,56,white,NA,218,207,2,NA,NA,NA,NA,NA,NA,18.166666666666668,17.25
1990,6,New Jersey,NA,NA,1637.22,48,black,NA,216,183,10,NA,NA,NA,NA,NA,NA,18,15.25
1990,6,Texas,NA,NA,3065.1,58,white,NA,215,196,3,NA,NA,NA,NA,NA,NA,17.916666666666668,16.333333333333332
1990,6,Georgia,NA,NA,3141.99,59,black,NA,204,196,3,NA,NA,NA,NA,NA,NA,17,16.333333333333332
1990,6,Michigan,NA,NA,1474.29,29,black,3yrcoll,221,255,2,NA,NA,NA,NA,NA,NA,18.416666666666668,21.25
1990,6,Montana,NA,NA,370.99,26,americanindian,NA,186,9999,1,NA,NA,NA,NA,NA,NA,15.5,833.25
1990,6,Michigan,NA,NA,1399.12,44,white,NA,225,216,2,NA,NA,NA,NA,NA,NA,18.75,18
1990,6,South Carolina,NA,NA,1593.15,41,white,NA,223,224,26,NA,NA,NA,NA,NA,NA,18.583333333333332,18.666666666666668
1990,6,Rhode Island,NA,NA,594.21,51,asian,NA,206,195,2,NA,NA,NA,NA,NA,NA,17.166666666666668,16.25
1990,6,Pennsylvania,NA,NA,1698.92,37,white,NA,229,217,2,NA,NA,NA,NA,NA,NA,19.083333333333332,18.083333333333332
1990,6,New York,NA,NA,1580.74,19,black,NA,204,9999,1,46,NA,200,NA,60,NA,17,833.25
1990,6,Kentucky,NA,NA,1737.68,38,white,NA,235,226,10,NA,NA,NA,NA,NA,NA,19.583333333333332,18.833333333333332
1990,6,Washington,NA,NA,2407.33,48,white,NA,234,223,2,NA,NA,NA,NA,NA,NA,19.5,18.583333333333332
1990,6,Arkansas,NA,NA,1812.99,22,black,NA,228,9999,1,NA,NA,NA,NA,NA,NA,19,833.25
1990,6,Ohio,NA,NA,1877.74,28,white,NA,229,236,5,NA,NA,NA,NA,NA,NA,19.083333333333332,19.666666666666668
1990,6,Texas,NA,NA,2960.1,23,white,NA,216,186,10,NA,NA,NA,NA,NA,NA,18,15.5
1990,6,Oregon,NA,NA,1494.38,63,white,NA,223,214,3,NA,NA,NA,NA,NA,NA,18.583333333333332,17.833333333333332
1990,6,South Dakota,NA,NA,330.21,44,white,NA,235,222,2,NA,NA,NA,NA,NA,NA,19.583333333333332,18.5
1990,6,California,NA,NA,1777.17,26,other,NA,232,223,2,NA,NA,NA,NA,NA,NA,19.333333333333332,18.583333333333332
1990,6,North Carolina,NA,NA,954.98,26,black,NA,207,217,2,NA,NA,NA,NA,NA,NA,17.25,18.083333333333332
1990,6,Ohio,NA,NA,1792.31,50,white,NA,234,216,2,NA,NA,NA,NA,NA,NA,19.5,18
1990,6,Kentucky,NA,NA,2163.36,35,white,NA,220,208,2,NA,NA,NA,NA,NA,NA,18.333333333333332,17.333333333333332
1990,6,Pennsylvania,NA,NA,1695.52,34,white,NA,213,211,2,NA,NA,NA,NA,NA,NA,17.75,17.583333333333332
1990,6,California,NA,NA,2353.09,42,white,NA,216,213,12,NA,NA,NA,NA,NA,NA,18,17.75
1990,6,Pennsylvania,NA,NA,1789.96,52,white,NA,231,225,5,86,NA,100,NA,72,NA,19.25,18.75
1990,6,California,NA,NA,2755.71,36,white,NA,181,9999,1,NA,NA,NA,NA,NA,NA,15.083333333333334,833.25
1990,6,California,NA,NA,1969.76,20,white,NA,237,229,2,NA,NA,NA,NA,NA,NA,19.75,19.083333333333332
1990,6,Delaware,NA,NA,395.04,44,black,NA,227,235,4,NA,NA,NA,NA,NA,NA,18.916666666666668,19.583333333333332
1990,6,New Jersey,NA,NA,1172.03,55,white,NA,237,228,2,NA,NA,NA,NA,NA,NA,19.75,19
1990,6,Idaho,NA,NA,497.34,27,white,NA,188,182,4,NA,NA,NA,NA,NA,NA,15.666666666666666,15.166666666666666
1990,6,California,NA,NA,2654.16,22,white,NA,238,9999,1,NA,NA,NA,NA,NA,NA,19.833333333333332,833.25
1990,6,Mississippi,NA,NA,1140.19,18,black,NA,214,9999,1,40,NA,200,NA,32,NA,17.833333333333332,833.25
1990,6,Michigan,NA,NA,1160.57,16,black,NA,192,9999,1,NA,31,NA,200,NA,72,16,833.25
1990,6,Missouri,NA,NA,2661.27,47,white,NA,214,199,6,NA,NA,NA,NA,NA,NA,17.833333333333332,16.583333333333332
1990,6,Montana,NA,NA,402.73,39,white,NA,229,223,2,NA,NA,NA,NA,NA,NA,19.083333333333332,18.583333333333332
1990,6,Michigan,NA,NA,1295.87,45,white,NA,231,209,2,NA,NA,NA,NA,NA,NA,19.25,17.416666666666668
1990,6,South Carolina,NA,NA,1558.63,50,black,NA,183,510,5,NA,NA,NA,NA,NA,NA,15.25,42.5
1990,6,Utah,NA,NA,820.2,63,white,NA,227,220,12,NA,NA,NA,NA,NA,NA,18.916666666666668,18.333333333333332
1990,6,North Carolina,NA,NA,991.13,32,white,NA,210,204,2,NA,NA,NA,NA,NA,NA,17.5,17
1990,6,Kentucky,NA,NA,2715.69,20,white,NA,230,9999,1,NA,NA,NA,NA,NA,NA,19.166666666666668,833.25
1990,6,New Hampshire,NA,NA,952.51,42,white,NA,226,224,10,NA,NA,NA,NA,NA,NA,18.833333333333332,18.666666666666668
1990,6,Florida,NA,NA,1869.19,29,black,NA,205,237,5,NA,NA,NA,NA,NA,NA,17.083333333333332,19.75
1990,6,Alabama,NA,NA,2299.97,50,black,NA,219,487,5,NA,NA,NA,NA,NA,NA,18.25,40.583333333333336
1990,6,Louisiana,NA,NA,3017.59,28,black,NA,237,234,5,NA,NA,NA,NA,NA,NA,19.75,19.5
1990,6,Michigan,NA,NA,1346.57,58,black,NA,229,202,2,NA,NA,NA,NA,NA,NA,19.083333333333332,16.833333333333332
1990,6,Kansas,NA,NA,1435.12,39,white,NA,226,217,4,NA,NA,NA,NA,NA,NA,18.833333333333332,18.083333333333332
1990,6,Idaho,NA,NA,500.54,62,white,NA,234,205,26,NA,NA,NA,NA,NA,NA,19.5,17.083333333333332
1990,6,Maine,NA,NA,727.64,37,white,NA,224,219,2,NA,NA,NA,NA,NA,NA,18.666666666666668,18.25
1990,6,Florida,NA,NA,1518,51,black,NA,214,243,27,NA,NA,NA,NA,NA,NA,17.833333333333332,20.25
1990,6,New York,NA,NA,1888.39,18,white,NA,210,214,5,NA,NA,NA,NA,NA,NA,17.5,17.833333333333332
1990,6,New York,NA,NA,2255.28,24,white,NA,236,9999,1,NA,NA,NA,NA,NA,NA,19.666666666666668,833.25
1990,6,Massachusetts,NA,NA,1214.22,44,black,NA,207,197,12,NA,NA,NA,NA,NA,NA,17.25,16.416666666666668
1990,6,Delaware,NA,NA,402.75,36,white,NA,187,190,10,NA,NA,NA,NA,NA,NA,15.583333333333334,15.833333333333334
1990,6,Montana,NA,NA,443.42,34,white,NA,238,298,6,NA,NA,NA,NA,NA,NA,19.833333333333332,24.833333333333332
1990,6,Wyoming,NA,NA,351.02,34,white,NA,222,215,26,NA,NA,NA,NA,NA,NA,18.5,17.916666666666668
1990,6,Iowa,NA,NA,1175.48,59,white,NA,207,284,10,NA,NA,NA,NA,NA,NA,17.25,23.666666666666668
